site,transect_num,class,date,latitude,longitude,zone,f_habitat,habitat,team,depth,penip_site,reef,direction,distance_m,taxon,count
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,DSTO,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,PPOR,3
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,AAGA,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,MMEA,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,PCLI,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,PSTR,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,CNAT,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,ACER,9
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,MDEC,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,EFAS,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,OANN,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,OFRA,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,PFUR,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,DLAB,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,OFAV,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,MALI,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,PDIV,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,ALAM,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,AFRA,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,AHUM,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,SHYA,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,SCOL,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,MAUR,0
1110,1,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,FFRA,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,MCAV,2
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,PAST,18
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,SRAD,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,SINT,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,SBOU,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,SSID,4
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,DSTO,1
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,PPOR,5
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,AAGA,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,MMEA,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,PCLI,2
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,PSTR,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,CNAT,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,ACER,6
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,MDEC,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,EFAS,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,OANN,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,OFRA,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,PFUR,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,DLAB,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,OFAV,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,MALI,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,PDIV,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,ALAM,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,AFRA,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,AHUM,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,SHYA,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,SCOL,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,MAUR,0
1110,2,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,FFRA,0
1110,3,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,DSTO,1
1110,3,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,MMEA,1
1110,3,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,PCLI,0
1110,3,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,PSTR,0
1110,3,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,CNAT,0
1110,3,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,DLAB,0
1110,3,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,MALI,0
1110,4,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,DSTO,1
1110,4,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,MMEA,0
1110,4,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,PCLI,1
1110,4,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,PSTR,0
1110,4,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,CNAT,0
1110,4,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,DLAB,0
1110,4,>4cm,2024-10-01T00:00:00Z,26.153269,-80.091293,Forereef,Contiguous Reef Other,RGSH,NOVA Southeastern Univ.,11.070422535211268,NA,NA,NA,NA,MALI,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,MCAV,1
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,PAST,2
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,SRAD,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,SINT,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,SBOU,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,SSID,2
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,DSTO,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,PPOR,2
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,AAGA,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,MMEA,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,PCLI,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,PSTR,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,CNAT,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,ACER,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,MDEC,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,EFAS,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,OANN,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,OFRA,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,PFUR,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,DLAB,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,OFAV,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,MALI,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,PDIV,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,ALAM,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,AFRA,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,AHUM,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,SHYA,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,SCOL,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,MAUR,0
1111,1,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,FFRA,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,MCAV,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,PAST,3
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,SRAD,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,SINT,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,SBOU,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,SSID,1
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,DSTO,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,PPOR,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,AAGA,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,MMEA,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,PCLI,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,PSTR,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,CNAT,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,ACER,4
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,MDEC,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,EFAS,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,OANN,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,OFRA,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,PFUR,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,DLAB,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,OFAV,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,MALI,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,PDIV,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,ALAM,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,AFRA,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,AHUM,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,SHYA,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,SCOL,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,MAUR,0
1111,2,>4cm,2024-10-24T00:00:00Z,26.14834,-80.097336,Forereef,Contiguous Reef Other,CPSH,NOVA Southeastern Univ.,15.466666666666667,NA,NA,NA,NA,FFRA,0
1113,1,>4cm,2024-10-25T00:00:00Z,26.139725,-80.0914,Forereef,Contiguous Reef Other,LIRI,NOVA Southeastern Univ.,23.944444444444443,NA,NA,NA,NA,MCAV,1
1113,1,>4cm,2024-10-25T00:00:00Z,26.139725,-80.0914,Forereef,Contiguous Reef Other,LIRI,NOVA Southeastern Univ.,23.944444444444443,NA,NA,NA,NA,PAST,2
1113,1,>4cm,2024-10-25T00:00:00Z,26.139725,-80.0914,Forereef,Contiguous Reef Other,LIRI,NOVA Southeastern Univ.,23.944444444444443,NA,NA,NA,NA,SRAD,1
1113,1,>4cm,2024-10-25T00:00:00Z,26.139725,-80.0914,Forereef,Contiguous Reef Other,LIRI,NOVA Southeastern Univ.,23.944444444444443,NA,NA,NA,NA,SINT,2
1113,1,>4cm,2024-10-25T00:00:00Z,26.139725,-80.0914,Forereef,Contiguous Reef Other,LIRI,NOVA Southeastern Univ.,23.944444444444443,NA,NA,NA,NA,SBOU,0
1113,1,>4cm,2024-10-25T00:00:00Z,26.139725,-80.0914,Forereef,Contiguous Reef Other,LIRI,NOVA Southeastern Univ.,23.944444444444443,NA,NA,NA,NA,SSID,5
1113,1,>4cm,2024-10-25T00:00:00Z,26.139725,-80.0914,Forereef,Contiguous Reef Other,LIRI,NOVA Southeastern Univ.,23.944444444444443,NA,NA,NA,NA,DSTO,0
1113,1,>4cm,2024-10-25T00:00:00Z,26.139725,-80.0914,Forereef,Contiguous Reef Other,LIRI,NOVA Southeastern Univ.,23.944444444444443,NA,NA,NA,NA,PPOR,8
1113,1,>4cm,2024-10-25T00:00:00Z,26.139725,-80.0914,Forereef,Contiguous Reef Other,LIRI,NOVA Southeastern Univ.,23.944444444444443,NA,NA,NA,NA,AAGA,0
1113,1,>4cm,2024-10-25T00:00:00Z,26.139725,-80.0914,Forereef,Contiguous Reef Other,LIRI,NOVA Southeastern Univ.,23.944444444444443,NA,NA,NA,NA,MMEA,0
1113,1,>4cm,2024-10-25T00:00:00Z,26.139725,-80.0914,Forereef,Contiguous Reef Other,LIRI,NOVA Southeastern Univ.,23.944444444444443,NA,NA,NA,NA,PCLI,0
1113,1,>4cm,2024-10-25T00:00:00Z,26.139725,-80.0914,Forereef,Contiguous Reef Other,LIRI,NOVA Southeastern Univ.,23.944444444444443,NA,NA,NA,NA,PSTR,0
1113,1,>4cm,2024-10-25T00:00:00Z,26.139725,-80.0914,Forereef,Contiguous Reef Other,LIRI,NOVA Southeastern Univ.,23.944444444444443,NA,NA,NA,NA,CNAT,0
1113,1,>4cm,2024-10-25T00:00:00Z,26.139725,-80.0914,Forereef,Contiguous Reef Other,LIRI,NOVA Southeastern Univ.,23.944444444444443,NA,NA,NA,NA,ACER,0
